Campaign name,Ad set name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Reporting starts,Reporting ends
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,7742,1.1,Conversions,4.0,170.36,681.42,88.01601653319554,70,9.73457143,0.90415913,2026-04-20,2026-04-20
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,7787,1.1,Conversions,4.0,168.76,675.05,86.68935405162449,71,9.50774648,0.91177604,2026-04-27,2026-04-27
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,8355,1.1,Conversions,5.0,142.9,714.49,85.51645721125074,77,9.27909091,0.92160383,2026-05-04,2026-05-04
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,8628,1.1,Conversions,5.0,144.83,724.16,83.93138618451553,80,9.052,0.92721372,2026-05-11,2026-05-11
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,8956,1.1,Conversions,5.0,147.81,739.04,82.51898168825367,84,8.79809524,0.93791871,2026-05-18,2026-05-18
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,8861,1.1,Conversions,5.0,143.91,719.53,81.20189594853854,84,8.56583333,0.94797427,2026-05-25,2026-05-25
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9272,1.1,Conversions,5.0,148.07,740.35,79.8479292493529,89,8.31853933,0.95987921,2026-06-01,2026-06-01
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9146,1.1,Conversions,5.0,143.43,717.15,78.41132735622129,88,8.14943182,0.96216925,2026-06-08,2026-06-08
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9510,1.1,Conversions,6.0,122.51,735.09,77.29652996845427,93,7.90419355,0.977918,2026-06-15,2026-06-15
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,10034,1.1,Conversions,6.0,126.94,761.64,75.90591987243373,99,7.69333333,0.98664541,2026-06-22,2026-06-22
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9860,1.1,Conversions,6.0,122.31,733.86,74.42799188640974,98,7.48836735,0.99391481,2026-06-29,2026-06-29
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9268,1.1,Conversions,6.0,112.86,677.16,73.06430729391454,93,7.28129032,1.00345274,2026-07-06,2026-07-06
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9121,1.1,Conversions,6.0,108.88,653.25,71.62043635566276,92,7.10054348,1.00866133,2026-07-13,2026-07-13
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9850,1.1,Conversions,6.0,115.55,693.31,70.38680203045685,100,6.9331,1.01522843,2026-07-20,2026-07-20
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,9835,1.1,Conversions,7.0,97.33,681.3,69.27300457549568,101,6.74554455,1.02694459,2026-07-27,2026-07-27
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,10471,1.1,Conversions,7.0,102.07,714.47,68.23321554770318,108,6.61546296,1.03142011,2026-08-03,2026-08-03
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,11075,1.1,Conversions,7.0,106.09,742.66,67.05733634311511,115,6.45791304,1.03837472,2026-08-10,2026-08-10
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,10729,1.1,Conversions,7.0,101.44,710.05,66.18044552148382,113,6.28362832,1.05322024,2026-08-17,2026-08-17
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,10898,1.1,Conversions,7.0,101.79,712.5,65.37896861809506,116,6.14224138,1.06441549,2026-08-24,2026-08-24
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,10475,1.1,Conversions,7.0,96.69,676.81,64.61193317422433,113,5.98946903,1.078759,2026-08-31,2026-08-31
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,10915,1.1,Conversions,8.0,86.66,693.3,63.51809436555199,119,5.82605042,1.09024278,2026-09-07,2026-09-07
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,11516,1.1,Conversions,8.0,90.59,724.7,62.92983674887113,127,5.70629921,1.10281348,2026-09-14,2026-09-14
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,12097,1.1,Conversions,9.0,83.53,751.78,62.14598660824998,135,5.56874074,1.11597917,2026-09-21,2026-09-21
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,12034,1.1,Conversions,9.0,82.12,739.04,61.41266411833139,136,5.43411765,1.13013129,2026-09-28,2026-09-28
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,11526,1.1,Conversions,9.0,77.83,700.5,60.7756376887038,132,5.30681818,1.14523686,2026-10-05,2026-10-05
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,12137,1.1,Conversions,9.0,81.27,731.39,60.26118480678916,141,5.18716312,1.16173684,2026-10-12,2026-10-12
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,11906,1.1,Conversions,9.0,78.85,709.68,59.60692088022845,140,5.06914286,1.17587771,2026-10-19,2026-10-19
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,11458,1.1,Conversions,9.0,75.24,677.16,59.09931925292372,137,4.94277372,1.19567115,2026-10-26,2026-10-26
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,2246,1.1,Conversions,,,666.96,296.9545859305432,69,9.66608696,3.07212823,2026-11-02,2026-11-02
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,2272,1.1,Conversions,,,671.32,295.47535211267603,69,9.72927536,3.03697183,2026-11-09,2026-11-09
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,2350,1.1,Conversions,,,681.25,289.8936170212766,71,9.59507042,3.0212766,2026-11-16,2026-11-16
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,2382,1.1,Conversions,,,685.04,287.5902602854744,72,9.51444444,3.02267003,2026-11-23,2026-11-23
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,2641,1.1,Conversions,,,752.41,284.89587277546383,80,9.405125,3.02915562,2026-11-30,2026-11-30
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,13214,1.1,Conversions,10.0,73.56,735.61,55.668987437566216,165,4.45824242,1.24867565,2026-12-07,2026-12-07
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,12988,1.1,Conversions,10.0,71.43,714.28,54.99538035109332,164,4.35536585,1.26270403,2026-12-14,2026-12-14
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,13164,1.1,Conversions,11.0,64.94,714.3,54.2616226071103,168,4.25178571,1.27620784,2026-12-21,2026-12-21
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,13247,1.1,Conversions,11.0,64.55,710.05,53.60081527893107,171,4.15233918,1.29085831,2026-12-28,2026-12-28
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,12795,1.1,Conversions,11.0,61.56,677.16,52.92379835873388,167,4.0548503,1.30519734,2027-01-04,2027-01-04
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14197,1.1,Conversions,12.0,61.73,740.7,52.17299429456928,187,3.96096257,1.31717969,2027-01-11,2027-01-11
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,13970,1.1,Conversions,12.0,59.96,719.53,51.50536864710093,186,3.86844086,1.33142448,2027-01-18,2027-01-18
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14541,1.1,Conversions,13.0,56.85,739.04,50.8245650230383,195,3.79,1.34103569,2027-01-25,2027-01-25
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14234,1.1,Conversions,13.0,54.96,714.47,50.1946044681748,193,3.7019171,1.35590839,2027-02-01,2027-02-01
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14418,1.1,Conversions,13.0,54.96,714.49,49.55541684006104,197,3.62685279,1.36634762,2027-02-08,2027-02-08
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15072,1.1,Conversions,14.0,52.68,737.56,48.93577494692144,208,3.54596154,1.38004246,2027-02-15,2027-02-15
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15354,1.1,Conversions,14.0,53.05,742.66,48.369154617689205,213,3.48666667,1.38726065,2027-02-22,2027-02-22
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14144,1.1,Conversions,14.0,48.37,677.16,47.876131221719454,198,3.41999999,1.39988688,2027-03-01,2027-03-01
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14070,1.1,Conversions,13.0,51.3,666.96,47.40298507462687,199,3.35155779,1.41435679,2027-03-08,2027-03-08
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15802,1.1,Conversions,15.0,49.38,740.7,46.873813441336544,225,3.292,1.4238704,2027-03-15,2027-03-15
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15733,1.1,Conversions,16.0,45.63,730.08,46.40437297400369,226,3.23044248,1.43647111,2027-03-22,2027-03-22
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15610,1.1,Conversions,16.0,44.82,717.15,45.94170403587444,226,3.17323009,1.44778988,2027-03-29,2027-03-29
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15696,1.1,Conversions,16.0,44.64,714.3,45.50840978593272,229,3.11921397,1.45897044,2027-04-05,2027-04-05
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,14995,1.1,Conversions,15.0,45.15,677.29,45.167722574191394,221,3.06466063,1.47382461,2027-04-12,2027-04-12
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15984,1.1,Conversions,16.0,44.65,714.47,44.69907407407408,237,3.01464135,1.48273273,2027-04-19,2027-04-19
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15668,1.1,Conversions,16.0,43.33,693.3,44.24942558080163,234,2.96282051,1.49348992,2027-04-26,2027-04-26
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16878,1.1,Conversions,18.0,41.13,740.35,43.864794406920254,254,2.91476378,1.50491764,2027-05-03,2027-05-03
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16960,1.1,Conversions,18.0,41.08,739.51,43.60318396226415,258,2.86631783,1.52122641,2027-05-10,2027-05-10
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15989,1.1,Conversions,17.0,40.69,691.68,43.25974107198699,245,2.82318367,1.53230346,2027-05-17,2027-05-17
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16905,1.1,Conversions,18.0,40.26,724.7,42.868973676427096,261,2.77662835,1.54392192,2027-05-24,2027-05-24
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16729,1.1,Conversions,19.0,37.5,712.5,42.59071074182557,261,2.72988506,1.560165,2027-05-31,2027-05-31
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,15993,1.1,Conversions,18.0,37.63,677.29,42.349152754330014,252,2.68765873,1.57568936,2027-06-07,2027-06-07
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16520,1.1,Conversions,19.0,36.49,693.3,41.96731234866828,262,2.64618321,1.58595642,2027-06-14,2027-06-14
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17730,1.1,Conversions,20.0,36.95,739.04,41.68302312464749,284,2.60225352,1.60180485,2027-06-21,2027-06-21
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17904,1.1,Conversions,21.0,35.28,740.94,41.384048257372655,289,2.56380623,1.61416443,2027-06-28,2027-06-28
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16900,1.1,Conversions,20.0,34.67,693.31,41.02426035502958,275,2.52112727,1.62721893,2027-07-05,2027-07-05
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17188,1.1,Conversions,20.0,35.02,700.5,40.75517803118454,282,2.48404255,1.64067954,2027-07-12,2027-07-12
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17625,1.1,Conversions,22.0,32.47,714.28,40.52652482269503,292,2.44616438,1.65673759,2027-07-19,2027-07-19
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,16827,1.1,Conversions,21.0,32.25,677.16,40.24246746300588,281,2.40982206,1.66993522,2027-07-26,2027-07-26
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,24610,1.1,Conversions,70.0,10.75,752.41,30.57334416903697,626,1.20193291,2.54368143,2027-08-02,2027-08-02
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,24233,1.1,Conversions,69.0,10.73,740.36,30.551726983864977,616,1.20188312,2.5419882,2027-08-09,2027-08-09
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,22709,1.1,Conversions,65.0,10.67,693.31,30.53018626976089,577,1.20157712,2.54084284,2027-08-16,2027-08-16
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,23413,1.1,Conversions,67.0,10.66,714.28,30.50783752616068,595,1.20047059,2.54132319,2027-08-23,2027-08-23
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,22237,1.1,Conversions,63.0,10.75,677.29,30.45779556594864,565,1.19874336,2.54081036,2027-08-30,2027-08-30
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,18290,1.1,Conversions,23.0,31.14,716.32,39.16457080371788,302,2.37192053,1.65117551,2027-09-06,2027-09-06
