"Campaign name","Ad set name","Delivery status","Delivery level","Reach","Impressions","Frequency","Result type","Results","Cost per result","Amount spent (USD)","CPM (cost per 1,000 impressions)","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Reporting starts","Reporting ends"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3733","4690","1.25625","Conversions","8.0","99.86","798.9","170.34","82","9.74263088","1.74840085","2026-04-20","2026-04-20"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3381","4283","1.2666666666666668","Conversions","9.0","84.01","756.07","176.53","76","9.94832469","1.77445716","2026-04-27","2026-04-27"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3803","4857","1.2770833333333333","Conversions","6.0","133.69","802.15","165.15","83","9.66442932","1.70887379","2026-05-04","2026-05-04"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3487","4490","1.2875","Conversions","6.0","132.72","796.33","177.36","76","10.47799508","1.69265033","2026-05-11","2026-05-11"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3076","3993","1.2979166666666668","Conversions","5.0","153.58","767.91","192.31","72","10.66540245","1.80315552","2026-05-18","2026-05-18"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","2891","3783","1.3083333333333333","Conversions","6.0","133.43","800.56","211.62","69","11.6022994","1.82394925","2026-05-25","2026-05-25"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3606","4756","1.31875","Conversions","7.0","128.8","901.6","189.57","80","11.26998065","1.68208579","2026-06-01","2026-06-01"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","2933","3899","1.3291666666666668","Conversions","5.0","153.88","769.38","197.33","66","11.65729222","1.69274173","2026-06-08","2026-06-08"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3861","5173","1.3395833333333333","Conversions","6.0","146.4","878.41","169.81","80","10.98008011","1.5464914","2026-06-15","2026-06-15"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4038","5452","1.35","Conversions","6.0","150.69","904.13","165.83","83","10.89309797","1.52237711","2026-06-22","2026-06-22"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3429","4665","1.3604166666666668","Conversions","6.0","142.26","853.57","182.97","76","11.23115924","1.62915327","2026-06-29","2026-06-29"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3940","5401","1.3708333333333333","Conversions","5.0","177.09","885.46","163.94","80","11.06826308","1.48120718","2026-07-06","2026-07-06"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3603","4977","1.38125","Conversions","4.0","218.84","875.34","175.88","71","12.32880166","1.42656219","2026-07-13","2026-07-13"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3795","5282","1.3916666666666668","Conversions","4.0","241.52","966.09","182.9","74","13.05526518","1.40098448","2026-07-20","2026-07-20"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3581","5022","1.4020833333333333","Conversions","4.0","220.13","880.51","175.33","70","12.57865098","1.39386699","2026-07-27","2026-07-27"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3905","5516","1.4125","Conversions","3.0","310.0","930.0","168.6","71","13.09858487","1.28716461","2026-08-03","2026-08-03"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3918","5576","1.4229166666666668","Conversions","3.0","313.42","940.25","168.62","68","13.82727864","1.2195122","2026-08-10","2026-08-10"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4472","6411","1.4333333333333333","Conversions","3.0","372.12","1116.36","174.13","79","14.13112025","1.23225706","2026-08-17","2026-08-17"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","3446","4976","1.44375","Conversions","2.0","443.75","887.51","178.36","60","14.79179255","1.20578778","2026-08-24","2026-08-24"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4048","5887","1.4541666666666668","Conversions","3.0","330.59","991.78","168.47","63","15.74260593","1.07015458","2026-08-31","2026-08-31"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4497","6587","1.4645833333333333","Conversions","3.0","348.57","1045.71","158.75","71","14.72834541","1.07788067","2026-09-07","2026-09-07"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4037","5955","1.475","Conversions","2.0","540.03","1080.06","181.37","71","15.21215813","1.1922754","2026-09-14","2026-09-14"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4581","6805","1.4854166666666668","Conversions","2.0","518.06","1036.12","152.26","73","14.1934149","1.07274063","2026-09-21","2026-09-21"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4327","6473","1.4958333333333333","Conversions","2.0","499.18","998.37","154.24","63","15.84710863","0.9732736","2026-09-28","2026-09-28"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4207","6338","1.50625","Conversions","2.0","496.77","993.54","156.76","60","16.55893379","0.94667087","2026-10-05","2026-10-05"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4466","6774","1.5166666666666668","Conversions","1.0","1094.12","1094.12","161.52","63","17.3669106","0.93002657","2026-10-12","2026-10-12"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","6748","10306","1.5270833333333333","Conversions","2.0","577.58","1155.15","112.09","84","13.75181827","0.81505919","2026-10-19","2026-10-19"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","5236","8050","1.5375","Conversions","1.0","1148.72","1148.72","142.7","74","15.52325598","0.91925466","2026-10-26","2026-10-26"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","5771","8934","1.5479166666666668","Conversions","1.0","1084.54","1084.54","121.4","63","17.21493666","0.70517126","2026-11-02","2026-11-02"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","4755","7411","1.5583333333333333","Conversions","","","1032.09","139.26","57","18.10678799","0.76912697","2026-11-09","2026-11-09"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","6240","9790","1.56875","Conversions","","","1149.5","117.42","69","16.65943284","0.70480082","2026-11-16","2026-11-16"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","7102","11217","1.5791666666666668","Conversions","","","1203.61","107.3","73","16.48775183","0.6507979","2026-11-23","2026-11-23"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","7352","11688","1.5895833333333333","Conversions","","","1217.88","104.2","74","16.45788376","0.63312799","2026-11-30","2026-11-30"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2026-12-07","2026-12-07"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2026-12-14","2026-12-14"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2026-12-21","2026-12-21"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2026-12-28","2026-12-28"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-01-04","2027-01-04"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-01-11","2027-01-11"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-01-18","2027-01-18"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-01-25","2027-01-25"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-02-01","2027-02-01"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-02-08","2027-02-08"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-02-15","2027-02-15"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-02-22","2027-02-22"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-03-01","2027-03-01"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-03-08","2027-03-08"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-03-15","2027-03-15"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-03-22","2027-03-22"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-03-29","2027-03-29"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-04-05","2027-04-05"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-04-12","2027-04-12"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-04-19","2027-04-19"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-04-26","2027-04-26"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-05-03","2027-05-03"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-05-10","2027-05-10"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-05-17","2027-05-17"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-05-24","2027-05-24"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-05-31","2027-05-31"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-06-07","2027-06-07"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-06-14","2027-06-14"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-06-21","2027-06-21"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-06-28","2027-06-28"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-07-05","2027-07-05"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-07-12","2027-07-12"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-07-19","2027-07-19"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-07-26","2027-07-26"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-08-02","2027-08-02"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-08-09","2027-08-09"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-08-16","2027-08-16"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-08-23","2027-08-23"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-08-30","2027-08-30"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-09-06","2027-09-06"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-09-13","2027-09-13"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-09-20","2027-09-20"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-09-27","2027-09-27"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-10-04","2027-10-04"
