"id","platform","campaign_name","ad_group_name","ad_identity","spend","impressions","clicks","conversions","cpa","ctr","cpc","quality_score","impr_share","frequency","reporting_date"
"3449","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","380.26","3180","26","1","380.26","0.81761006","14.62540413","0","0.0","1.1","2026-05-04"
"3450","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","392.91","3539","29","1","392.91","0.81944052","13.54872744","0","0.0","1.1","2026-05-11"
"3451","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","377.04","3120","28","","","0.8974359","13.4656275","0","0.0","1.1","2026-05-18"
"3452","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","398.06","2919","27","1","398.06","0.92497431","14.74286603","0","0.0","1.1","2026-05-25"
"3453","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","414.96","3064","29","1","414.96","0.9464752","14.30889286","0","0.0","1.1","2026-06-01"
"3454","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","404.67","3202","29","1","404.67","0.90568395","13.95429195","0","0.0","1.1","2026-06-08"
"3455","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","403.09","2820","26","1","403.09","0.92198582","15.50359896","0","0.0","1.1","2026-06-15"
"3456","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","400.78","3429","30","1","400.78","0.87489064","13.3592068","0","0.0","1.1","2026-06-22"
"3457","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","419.27","2679","28","1","419.27","1.04516611","14.97390977","0","0.0","1.1","2026-06-29"
"3458","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","406.39","3553","31","1","406.39","0.87250211","13.10934662","0","0.0","1.1","2026-07-06"
"3459","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","401.88","3084","30","1","401.88","0.97276265","13.39592898","0","0.0","1.1","2026-07-13"
"3460","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","416.11","3079","30","1","416.11","0.97434232","13.87018952","0","0.0","1.1","2026-07-20"
"3461","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","403.19","3575","31","1","403.19","0.86713287","13.00602295","0","0.0","1.1","2026-07-27"
"3462","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","420.81","3210","30","1","420.81","0.93457944","14.0271045","0","0.0","1.1","2026-08-03"
"3463","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","402.22","3641","28","1","402.22","0.7690195","14.36491293","0","0.0","1.1","2026-08-10"
"3464","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","395.16","2968","27","1","395.16","0.9097035","14.63549481","0","0.0","1.1","2026-08-17"
"3465","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","384.46","2974","29","1","384.46","0.97511769","13.25729502","0","0.0","1.1","2026-08-24"
"3466","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","417.97","2622","27","1","417.97","1.02974828","15.48034359","0","0.0","1.1","2026-08-31"
"3467","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","387.18","3008","28","1","387.18","0.93085106","13.82782807","0","0.0","1.1","2026-09-07"
"3468","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","393.6","3185","27","1","393.6","0.8477237","14.57786662","0","0.0","1.1","2026-09-14"
"3469","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","398.6","2907","28","1","398.6","0.96319229","14.23581661","0","0.0","1.1","2026-09-21"
"3470","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","398.35","3068","29","1","398.35","0.9452412","13.73632369","0","0.0","1.1","2026-09-28"
"3471","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","414.84","3479","27","1","414.84","0.77608508","15.36454312","0","0.0","1.1","2026-10-05"
"3472","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","416.52","3343","31","1","416.52","0.9273108","13.43616439","0","0.0","1.1","2026-10-12"
"3473","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","378.03","3639","29","1","378.03","0.79692223","13.03559177","0","0.0","1.1","2026-10-19"
"3474","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","402.35","3001","29","1","402.35","0.96634455","13.8740354","0","0.0","1.1","2026-10-26"
"3475","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","425.71","3309","31","1","425.71","0.93683892","13.73272564","0","0.0","1.1","2026-11-02"
"3476","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","385.11","3378","28","1","385.11","0.82889284","13.75397403","0","0.0","1.1","2026-11-09"
"3477","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","379.92","2939","27","1","379.92","0.91867982","14.07118586","0","0.0","1.1","2026-11-16"
"3478","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","358.16","3213","26","","","0.80921257","13.77553737","0","0.0","1.1","2026-11-23"
"3479","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","385.96","2858","29","1","385.96","1.01469559","13.30905744","0","0.0","1.1","2026-11-30"
"3480","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","426.4","3423","29","1","426.4","0.84721005","14.70328375","0","0.0","1.1","2026-12-07"
"3481","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","411.06","3815","32","1","411.06","0.83879423","12.84551972","0","0.0","1.1","2026-12-14"
"3482","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","419.82","2713","28","1","419.82","1.03206782","14.99344813","0","0.0","1.1","2026-12-21"
"3483","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","422.71","3836","31","1","422.71","0.80813347","13.63575101","0","0.0","1.1","2026-12-28"
"3484","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","407.39","2783","29","1","407.39","1.04204096","14.04792734","0","0.0","1.1","2027-01-04"
"3485","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","374.34","2377","25","","","1.0517459","14.97356045","0","0.0","1.1","2027-01-11"
"3486","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","411.89","3107","30","1","411.89","0.96556164","13.72961101","0","0.0","1.1","2027-01-18"
"3487","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","405.93","3094","29","1","405.93","0.937298","13.99756964","0","0.0","1.1","2027-01-25"
"3488","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","381.55","2692","27","1","381.55","1.00297177","14.13141279","0","0.0","1.1","2027-02-01"
"3489","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","382.1","3397","29","","","0.85369444","13.17588233","0","0.0","1.1","2027-02-08"
"3490","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","387.52","2988","28","1","387.52","0.93708166","13.84009343","0","0.0","1.1","2027-02-15"
"3491","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","421.29","4637","32","1","421.29","0.69010136","13.16525106","0","0.0","1.1","2027-02-22"
"3492","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","397.14","2862","28","1","397.14","0.97833683","14.18360648","0","0.0","1.1","2027-03-01"
"3493","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","443.69","3282","31","1","443.69","0.94454601","14.31262041","0","0.0","1.1","2027-03-08"
"3494","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","435.44","3117","29","","","0.93038178","15.01515774","0","0.0","1.1","2027-03-15"
"3495","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","421.96","3061","29","1","421.96","0.94740281","14.55045914","0","0.0","1.1","2027-03-22"
"3496","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","402.52","2845","27","1","402.52","0.94903339","14.90814815","0","0.0","1.1","2027-03-29"
