"id","platform","campaign_name","ad_group_name","ad_identity","spend","impressions","clicks","conversions","cpa","ctr","cpc","quality_score","impr_share","frequency","reporting_date"
"3452","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","722.29","3090","52","2","361.14","1.6828479","13.89013412","0","0.0","1.1","2026-05-25"
"3453","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","801.11","3743","60","3","267.04","1.60299225","13.35180975","0","0.0","1.1","2026-06-01"
"3454","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","787.65","3415","57","4","196.91","1.66910688","13.8183486","0","0.0","1.1","2026-06-08"
"3455","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","812.53","3009","49","3","270.84","1.62844799","16.58224848","0","0.0","1.1","2026-06-15"
"3456","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","808.11","3160","50","2","404.06","1.58227848","16.16220718","0","0.0","1.1","2026-06-22"
"3457","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","833.5","3134","50","2","416.75","1.59540523","16.67002123","0","0.0","1.1","2026-06-29"
"3458","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","848.29","3630","50","2","424.14","1.37741047","16.96571068","0","0.0","1.1","2026-07-06"
"3459","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","746.65","3315","43","2","373.32","1.29713424","17.36387427","0","0.0","1.1","2026-07-13"
"3460","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","745.33","2989","40","2","372.67","1.33824021","18.63335978","0","0.0","1.1","2026-07-20"
"3461","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","811.6","3770","45","1","811.6","1.19363395","18.03561229","0","0.0","1.1","2026-07-27"
"3462","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","802.32","3786","49","2","401.16","1.29424194","16.37387914","0","0.0","1.1","2026-08-03"
"3463","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","858.0","3664","45","2","429.0","1.22816594","19.06666174","0","0.0","1.1","2026-08-10"
"3464","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","817.05","3795","42","1","817.05","1.10671937","19.45354223","0","0.0","1.1","2026-08-17"
"3465","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","876.37","3712","44","1","876.37","1.18534483","19.91740267","0","0.0","1.1","2026-08-24"
"3466","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","786.21","3708","40","1","786.21","1.07874865","19.65536219","0","0.0","1.1","2026-08-31"
"3467","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","825.06","3738","39","1","825.06","1.04333868","21.15528346","0","0.0","1.1","2026-09-07"
"3468","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","765.72","3875","38","1","765.72","0.98064516","20.15055094","0","0.0","1.1","2026-09-14"
"3469","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","793.83","4414","38","1","793.83","0.86089715","20.89023058","0","0.0","1.1","2026-09-21"
"3470","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","781.94","4354","36","1","781.94","0.82682591","21.72064389","0","0.0","1.1","2026-09-28"
"3471","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","779.99","3938","35","1","779.99","0.88877603","22.28538675","0","0.0","1.1","2026-10-05"
"3472","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","761.3","4013","34","","","0.84724645","22.39110583","0","0.0","1.1","2026-10-12"
"3473","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","826.67","4533","38","1","826.67","0.83829693","21.75455654","0","0.0","1.1","2026-10-19"
"3474","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","799.72","5030","35","","","0.69582505","22.849018","0","0.0","1.1","2026-10-26"
"3475","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","811.31","4307","32","","","0.74297655","25.35335683","0","0.0","1.1","2026-11-02"
"3476","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","793.92","5897","36","","","0.61047991","22.05320602","0","0.0","1.1","2026-11-09"
"3477","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","789.96","5516","34","","","0.61638869","23.23419948","0","0.0","1.1","2026-11-16"
"3478","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","780.59","5093","32","","","0.62831337","24.39336926","0","0.0","1.1","2026-11-23"
"3479","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","831.21","6080","33","","","0.54276316","25.18811661","0","0.0","1.1","2026-11-30"
"3480","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2026-12-07"
"3481","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2026-12-14"
"3482","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2026-12-21"
"3483","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2026-12-28"
"3484","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-01-04"
"3485","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-01-11"
"3486","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-01-18"
"3487","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-01-25"
"3488","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-02-01"
"3489","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-02-08"
"3490","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-02-15"
"3491","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-02-22"
"3492","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-03-01"
"3493","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-03-08"
"3494","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-03-15"
"3495","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-03-22"
"3496","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-03-29"
"3497","facebook","SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","0.0","0","0","","","0.0","0.0","0","0.0","0.0","2027-04-05"
